text,label,clean_text
im beginning to feel listless and a bit lonely,0,begin feel listless bit lonely
i hate falling asleep napping during the day i wake up feeling so groggy,0,hate fall asleep napping day wake feel groggy
i would constantly feel agitated,4,would constantly feel agitated
i feel totally comfortable without being wealthy and like the feeling to work hardly and a long time for every single wish in my mind that i want to become true,1,feel totally comfortable without wealthy like feeling work hardly long time every single wish mind want become true
i feel afraid but i have learned to allow myself to be afraid,4,feel afraid learn allow afraid
i do not like chain letters or anything that says you must we all have too many things we feel we must do so i give it to you freely with no obligation that you must do anything except the sincere wish for you to be happy,1,like chain letter anything say must many thing feel must give freely obligation must anything except sincere wish happy
i actually found myself resenting the song for making me feel which is weird for me because i used to play guitar and sing in church like all the time and music was a huge part of my life in college and high school,5,actually find resent song make feel weird use play guitar sing church like time music huge part life college high school
i just have a feeling there s something special in his simplicity something that i m not yet able to put my finger on,1,feeling something special simplicity something yet able put finger
i have to visit them every after school and later i have to go tuition and i do not have the time to even study for my exam next week and i have a feeling that i am so going to fail a lot of my subjects and to be blamed for either not concentrating during class or not studying,0,visit every school later go tuition time even study exam next week feeling go fail lot subject blame either concentrate class study
ive made it through a week i just feel beaten down,0,make week feel beat
